"strain" "sex" "age" "litter" "littersize" "femalelitterratio" "cage" "tag" "nosesniff" "bodysniff" "anogenitalsniff" "pawing" "walkingpassive" "notwalkingpassive" "inactive" "rear" "selfgroom" "bigdig" "na" "sniff" "passivepawing" "nonsocial" "chambtime" "chambpref" "champrefchange" "snifftime" "sniffpref" "sniffprefchange" "stimfollowtest" "testfollowstim" "mousewtadj" "brainwt" "ccarea" "ccindex" "ccindexdiv"
"23" "c57bl6/j" "male" 30 "c19" 6 1.1662223796084 12 23 3.33206394173828 4.99809591260741 1.66603197086914 0 3.33206394173828 8.33015985434569 0 26.6565115339062 14.9942877378222 8.33015985434569 23 9.99619182521483 11.662223796084 28 321.544170377744 204.457010340069 295.228872689324 124.952397815185 103.991065604001 125.141790811594 36.652703359121 178.265420882998 32.0877757589396 0.744882894175592 1.31145038650906 1.51751835399618 "ccindex"
"24" "c57bl6/j" "male" 30 "c19" 12 0.228692383633728 12 24 0.653406810382079 1.14346191816864 0 0 0.326703405191039 2.12357213374176 0.490055107786559 3.26703405191039 1.96022043114624 4.08379256488799 8.33093683237151 1.79686872855072 2.4502755389328 9.80110215573118 79.3889274614226 38.990488395913 56.2703639350108 28.4231962516204 14.7100478948217 16.570957568263 2.61362724152832 28.4231962516204 7.09926499480129 0.138620254822558 0.23705925784067 0.310670125213054 "ccindex"
"25" "balb/cj" "female" 30 "b39" 7 0.383042682597744 13 25 5.10723576796992 3.83042682597744 0.638404470996241 0 3.1920223549812 5.74564023896616 0 22.3441564848684 0 5.74564023896616 34.473841433797 9.57606706494361 8.93766259394737 28.0897967238346 76.6085365195489 -102.229719932677 -85.5321990103402 29.3666056658271 6.8153146621785 6.47454892906957 35.7506503757895 109.805569011353 22.1398670541496 0.583629367384763 1.03953953630202 1.3873641995886 "ccindex"
"26" "balb/cj" "female" 30 "b39" 20 0.240723346725769 13 26 3.20964462301026 1.60482231150513 0.802411155752564 0 1.20361673362885 4.4132613566391 0 8.02411155752564 0.401205577876282 6.41928924602051 24.4735402504532 5.61687809026795 5.61687809026795 14.8446063814224 171.715987331049 164.872445158628 122.569646729769 60.9832478371949 66.1659154912915 65.08122835209 16.0482231150513 116.349617584122 12.6299515915454 0.339259436652184 0.57898779354482 0.936346517329965 "ccindex"
"27" "balb/cj" "male" 30 "b36" 4 0.713423405264431 14 27 6.53971454825728 2.97259752193513 1.18903900877405 0 0.594519504387026 11.2958705833535 0 27.9424167061902 1.18903900877405 1.78355851316108 24.3752996798681 10.7013510789665 11.8903900877405 30.9150142281253 22.591741166707 -15.9917275897813 -3.07533222880409 14.2684681052886 -1.23013289152164 -1.23013289152164 17.8355851316108 74.9094575527653 24.8033537230267 0.535186457849201 0.94560705250774 1.20807212503104 "ccindex"
"28" "balb/cj" "male" 30 "b36" 6 0.420165711066035 14 28 3.85151901810532 2.10082855533018 0.700276185110059 0 0.700276185110059 5.9523475734355 0 9.80386659154082 1.40055237022012 4.90193329577041 17.5069046277515 6.65262375854556 6.65262375854556 16.1063522575314 6.30248566599053 -1.85915743327744 -1.4320536986056 0 0 0.0251237490983438 25.2099426639621 27.3107712192923 13.6343773240928 0.290894727294718 0.491299765949515 0.71966009531858 "ccindex"
"29" "c57bl6/j" "female" 30 "c25" 9 0.573381821190116 15 29 0.458705456952093 2.75223274171256 0 1.37611637085628 5.04576002647302 8.25669822513767 0 16.5133964502753 3.66964365561674 2.29352728476046 22.4765673906525 3.21093819866465 14.678574622467 22.4765673906525 202.747811972825 157.088297672756 172.887408070877 96.3281459599395 84.8637929956266 88.475018229483 25.6875055893172 67.8884076289097 15.6510301912054 0.367973517566969 0.608215913591058 0.925293901123901 "ccindex"
"30" "c57bl6/j" "female" 30 "c25" 11 0.895820125530185 15 30 0.716656100424148 9.31652930551393 0 0 2.86662440169659 15.0497781089071 0 17.9164025106037 8.59987320508978 7.88321710466563 33.682836719935 10.0331854059381 17.9164025106037 35.1161489207833 306.728810981535 215.114648708552 231.248247361694 150.497781089071 150.580254095987 152.116787301048 31.5328684186625 111.798351666167 21.2990193046057 0.578341473042288 0.959530852857892 1.50871212379937 "ccindex"
"31" "c57bl6/j" "male" 30 "c37" 14 0.749711055069019 16 31 3.59861306433129 3.59861306433129 0.599768844055215 0.599768844055215 5.99768844055215 19.7923718538221 0 18.5928341657117 3.59861306433129 9.59630150488345 29.9884422027608 7.7969949727178 26.3898291384295 31.7877487349264 NA NA NA NA NA NA NA NA NA NA NA NA "ccindex"
"32" "c57bl6/j" "male" 30 "c37" 13 0.573456981945965 16 32 2.75259351334063 4.58765585556772 0.458765585556772 1.83506234222709 2.75259351334063 13.7629675667032 0 18.3506234222709 6.88148378335158 2.75259351334063 18.3506234222709 7.79901495446512 18.3506234222709 27.9847007189631 NA NA NA NA NA NA NA NA NA NA NA NA "ccindex"
"33" "balb/cj" "female" 30 "b53" 9 0.197268080278154 17 33 1.77541272250339 1.38087656194708 0.394536160556309 0.394536160556309 0.789072321112618 1.18360848166893 0 8.48252745196064 1.97268080278154 1.77541272250339 9.86340401390772 3.55082544500678 2.36721696333785 12.2306209772456 57.9968156017774 14.2109923494279 20.3690890341801 19.7268080278154 45.4751755181694 45.4751755181694 11.441548656133 61.1531048862279 6.04429397972265 0.167756775468543 0.287238106331415 0.377534465079157 "ccindex"
"34" "balb/cj" "female" 30 "b53" 8 0.466947054617127 17 34 4.20252349155414 2.80168232770276 0.466947054617127 0 2.80168232770276 3.73557643693701 0 16.8100939662166 1.40084116385138 7.93809992849115 25.2151409493248 7.47115287387403 6.53725876463977 26.1490350585591 163.431469115994 -5.02916947745995 -6.3411267324495 88.7199403772541 -3.23616122897423 -3.10496550347527 22.4134586216221 122.340128309687 15.213135039426 0.400640572861495 0.689494020847649 0.943634031770807 "ccindex"
"35" "balb/cj" "male" 30 "b37" 9 0.370298227979127 18 35 4.93730970638836 5.55447341968691 0 0 2.46865485319418 14.1947654058665 0 13.577601692568 0.617163713298546 3.70298227979127 23 10.4917831260753 16.6634202590607 17.8977476856578 222.178936787476 72.3621849051714 101.604437709316 118.495432953321 81.2835501674528 81.7791815709129 16.0462565457622 125.901397512903 23.0942661516316 0.567420318006683 1.01361733944727 1.30118012811894 "ccindex"
"36" "balb/cj" "male" 30 "b37" 6 0.0392578163468553 18 36 0.523437551291404 1.04687510258281 0 0 0.458007857379979 0.850586020848532 0 2.09375020516562 0.130859387822851 0.654296939114255 2.74804714427987 1.57031265387421 1.30859387822851 2.87890653210272 23.2929710324675 29.9774405487703 38.3282989873564 4.58007857379979 8.13673386323766 5.56723895905735 6.9355475546111 5.8886724520283 2.55960962581497 0.0624199279914999 0.113572862691452 0.131578091658901 "ccindex"
"37" "c57bl6/j" "female" 30 "c26" 10 0.796660549964281 19 37 3.18664219985712 5.57662384974996 0 0.796660549964281 2.38998164989284 46.2063118979283 52.5795962976425 0.796660549964281 4.77996329978568 0.796660549964281 4.77996329978568 8.76326604960709 8.75 28 95.5992659957137 6.24549473799336 6.81799842230942 46.2063118979283 3.01865579003013 3.17479315847996 9.55992659957137 138.618935693785 21.1752374180506 0.72798841055736 1.29637384653488 1.39952248459372 "ccindex"
"38" "c57bl6/j" "female" 30 "c26" 10 0.310156546672526 19 38 1.2406261866901 1.55078273336263 0.620313093345051 0.930469640017576 2.4812523733802 15.8179838802988 0 2.17109582670768 8.99453985350324 2.4812523733802 14.5773576936087 3.41172201339778 19.2297058936966 13.6468880535911 9.92500949352082 -10.8584223910396 -6.28645506849663 4.34219165341536 2.85747957658938 3.42897549190725 12.406261866901 58.9297438677798 9.78233748205145 0.283607146277357 0.505207795743943 0.551937799823616 "ccindex"
"39" "balb/cj" "female" 30 "b57" 9 0.820092596007272 20 39 11.4812963441018 3.28037038402909 0.820092596007272 0 3.28037038402909 10.6612037480945 0 28.7032408602545 8.20092596007272 15.5817593241382 31.1635186482763 15.5817593241382 13.9415741321236 28 393.644446083491 203.669295901619 144.308395588584 172.219445161527 103.36984364856 102.85811174931 18.04203711216 186.981111889658 24.2747408418153 0.625402613715146 0.999709276384785 1.67379565538542 "ccindex"
"40" "balb/cj" "female" 30 "b57" 9 0.636322904804762 20 40 8.90852066726667 3.81793742882857 3.18161452402381 1.27264580960952 0 5.72690614324286 0 26.0892390969953 5.0905832384381 3.81793742882857 27.3618849066048 15.9080726201191 6.99955195285238 34.9977597642619 222.713016681667 50.6590926126877 44.785574628608 131.082518389781 63.1403183288572 70.1151209349519 16.5443955249238 91.6304982918858 19.1533194346233 0.498240834462129 0.810739013011747 1.05279701976813 "ccindex"
"41" "balb/cj" "male" 30 "b43" 5 0.638576641927039 21 41 5.85361921766453 4.25717761284693 0 0 2.12858880642346 7.45006082248213 0 19.689446459417 0 9.57864962890559 25.5430656770816 10.1107968305115 9.57864962890559 29.2680960883226 245.85200714191 224.356619288942 164.090612511859 134.101094804678 149.17328410169 145.59312528325 25.5430656770816 127.715328385408 21.9883223703544 0.499154075106302 0.900712353438089 1.25297411145471 "ccindex"
"42" "balb/cj" "male" 30 "b43" 6 0.869604245479039 21 42 7.97137225022452 5.79736163652693 1.44934040913173 1.44934040913173 1.44934040913173 8.69604245479039 0 23.9141167506736 4.3480212273952 7.24670204565866 36.9581804328592 15.2180742958832 11.5947232730539 35.5088400237274 323.202911236376 186.228317453609 205.717327419685 223.198423006287 145.084851969672 143.460767805833 49.2775739104789 113.048551912275 31.8420087886241 0.650029173495582 1.14635579660274 1.0872267225831 "ccindex"
"43" "c57bl6/j" "female" 30 "c48" 3 0.529536186548839 22 43 6.17792217640312 4.85408171003102 0.441280155457365 0.882560310914731 1.76512062182946 15.0035252855504 0 17.2099260628373 2.20640077728683 0.441280155457365 16.3273657519225 11.4732840418915 17.6512062182946 19.8576069955814 176.512062182946 120.700979315406 103.936954410489 90.9037120242173 79.509375263323 81.9042359640255 21.1814474619535 67.9571439404343 13.4413935352314 0.389738633299945 0.681618979325665 0.775919891922033 "ccindex"
"44" "c57bl6/j" "female" 30 "c48" 6 0.659254797659662 22 44 7.69130597269606 9.33944296684522 0 0.549378998049719 0 18.6788859336904 0 8.24068497074578 1.64813699414916 4.94441098244747 29.1170868966351 17.0307489395413 19.2282649317402 14.8332329473424 229.640421184782 175.309514586364 164.206578662561 108.777041613844 115.704279627001 121.547930113213 45.0490778400769 74.7155437347617 17.613090677474 0.4872991712701 0.854229404067508 1.05383910569929 "ccindex"
"45" "balb/cj" "female" 30 "b27" 5 0.584721011379837 23 45 2.2553524718207 1.87946039318392 0 0 2.63124455045748 7.14194949409888 0 11.6526544377403 3.38302870773105 9.0214098872828 15.4115752241081 4.13481286500462 9.77319404455636 24.0570930327541 165.392514600185 124.408407872614 201.440358096063 75.9301998846302 64.3741180271082 67.6289891633104 18.0428197745656 62.398085053706 13.5321148309242 0.322365046638905 0.554636279870146 0.944281770777741 "ccindex"
"46" "balb/cj" "female" 30 "b27" 11 0.473718143843434 23 46 1.82719855430262 2.74079783145393 0 0.913599277151309 1.52266546191885 4.26346329337277 0 14.3130553420372 2.43626473907016 4.26346329337277 11.2677244181995 4.56799638575654 6.69972803244293 21.0127833744801 123.64043550781 106.412870753315 102.582007406196 34.1077063469822 36.6060275391404 40.0112394032465 16.4447869887236 47.5071624118681 10.3541251410482 0.281875830310417 0.50525694423576 0.642673144305384 "ccindex"
"47" "c57bl6/j" "male" 30 "c25" 11 1.01648440454718 24 47 3.25275009455099 7.31868771273972 0 0 1.62637504727549 7.31868771273972 0 34.9670635164231 8.13187523637747 0.813187523637747 23 10.5714378072907 8.94506276001521 43.9121262764383 351.297010211507 197.747607967617 135.721184350445 136.615503971141 90.8902049043705 70.0100226966097 22.7692506618569 219.560631382192 31.1450821553257 0.701130282880465 1.20997424392155 1.46612838054882 "ccindex"
"48" "c57bl6/j" "male" 30 "c25" 5 0.926322526669693 24 48 2.96423208534302 0.741058021335755 0 0.741058021335755 0.741058021335755 12.5979863627078 0 14.8211604267151 14.0801024053793 1.48211604267151 23 3.70529010667877 14.0801024053793 30.3833788747659 346.815153985133 247.164335888446 266.641960184003 173.407576992567 150.44785662775 153.80606771319 23.7138566827442 151.175836352494 29.390361126176 0.621895891504965 1.05663016914137 1.56266793652156 "ccindex"
"49" "balb/cj" "female" 30 "b36" 4 0.193296573906622 25 49 1.28864382604414 3.06052908685484 0.322160956511036 0 0.80540239127759 3.5437705216214 0 5.47673626068761 0.483241434766554 1.28864382604414 6.92646056498728 4.67133386941002 4.34917291289899 7.24862152149831 13.2085992169525 31.2407066765584 37.6045543328944 9.34266773882005 30.0836434663155 30.0836434663155 12.8864382604414 32.8604175641257 5.48317947981783 0.133793445239033 0.225934700410755 0.347130792724774 "ccindex"
"50" "balb/cj" "female" 30 "b36" 7 0.658798463748733 25 50 4.39198975832489 11.5289731156028 0.548998719790611 0 1.64699615937183 12.6269705551841 0 23.0579462312057 3.29399231874367 4.9409884781155 17.5679590332996 16.4699615937183 14.2739667145559 31.2929270280648 14.2739667145559 -30.3875006220272 -18.8612072826375 0 0 0 26.3519385499493 43.9198975832489 18.7208563448598 0.450947548436008 0.756399456153108 1.33087700779166 "ccindex"
"51" "c57bl6/j" "male" 30 "c26" 11 0.394678063583099 26 51 0.789356127166199 6.70952708091269 0.394678063583099 0.789356127166199 0.394678063583099 11.4456638439099 0 11.0509857803268 6.31484901732959 1.5787122543324 15.3924444797409 7.89356127166199 12.6296980346592 18.9445470519888 47.3613676299719 28.0451061146857 26.6428508089514 9.47227352599438 5.60902122293714 5.84273044055952 26.8381083236508 49.7294360114705 14.2794523404365 0.364840401976217 0.653539511925982 0.768120781804 "ccindex"
"52" "c57bl6/j" "male" 30 "c26" 13 0.623868595132999 26 52 1.247737190266 4.99094876106399 0 0 1.871605785399 24.330875210187 0 11.853503307527 9.98189752212799 0.623868595132999 26.202480995586 6.23868595132999 26.202480995586 22.459269424788 61.1391223230339 46.1282502876548 25.876823332099 36.184378517714 32.627298983951 30.939680070988 9.98189752212799 71.1210198451619 23.632142383638 0.591676975624137 1.07347821427345 1.21050356958119 "ccindex"
"53" "balb/cj" "female" 30 "b37" 16 0.278969823831475 27 53 2.32474853192895 1.85979882554316 0 0 4.64949706385791 5.1144467702437 0 15.3433403107311 0 4.18454735747212 26.9670829703759 4.18454735747212 9.76394383410161 19.5278876682032 33.476378859777 -281.902820224041 -235.135532076274 21.3876864937464 22.0845527364456 16.8881873866937 29.7567812086906 162.732397235027 16.1244558174592 0.429892498524302 0.770151992651552 0.476059635914607 "ccindex"
"54" "balb/cj" "female" 30 "b37" 10 0.0685526827419277 27 54 0.571272356182731 0.799781298655824 0.114254471236546 0 0.457017884946185 1.4853081260751 0 4.22741543575221 0 1.02829024112892 7.31228615913896 1.4853081260751 1.94232601102129 5.25570567688113 44.559243782253 176.157635891434 231.702836397742 29.0206356940827 201.54972755146 201.54972755146 8.68333981397751 25.8215104994594 3.83438005469849 0.103994419719504 0.184811177403963 0.234224703375783 "ccindex"
"55" "balb/cj" "male" 30 "b24" 10 0.123949317980727 28 55 0.650733919886868 1.30146783977374 0.216911306628956 0.108455653314478 0.325366959943434 1.08455653314478 0 1.9522017596606 0.433822613257912 0.976100879830302 6.50733919886868 2.16911306628956 1.51837914640269 3.36212525274882 3.03675829280539 -40.2519227639676 -21.6167733362048 0.433822613257912 1.49081195422102 2.98162390844204 7.37498442538451 8.67645226515824 4.52693896934631 0.0922740698399579 0.158037239783725 0.233907029167252 "ccindex"
"56" "balb/cj" "male" 30 "b24" 11 0.54255209007616 28 56 2.84839847503614 3.32313155420883 1.89893231669076 0.94946615834538 0.94946615834538 6.64626310841766 0 17.5651239293895 0.94946615834538 1.89893231669076 25.1608531961526 8.07046234593573 8.54519542510842 20.4135224044257 27.534518592016 8.14558386656894 5.23644677136575 12.3430600584899 10.4728935427315 11.0547209617721 50.3217063923052 112.037006684755 19.6824334624997 0.390515430927455 0.655615876999069 1.03722461940255 "ccindex"
"57" "c57bl6/j" "male" 30 "c48" 4 1.09989714357118 29 57 4.58290476487993 8.24922857678388 1.83316190595197 1.83316190595197 1.83316190595197 10.0823904827359 0 29.3305904952316 2.74974285892796 6.41606667083191 23 14.6652952476158 13.7487142946398 38.4964000249914 441.792019334426 90.7595306314744 80.6751383390883 254.809504927324 58.2144464151376 57.2976834794661 58.6611809904631 219.979428714237 NA NA NA NA "ccindex"
"58" "c57bl6/j" "male" 30 "c48" 6 0.0944292641387819 29 58 0.393455267244925 0.31476421379594 0 0 0.393455267244925 1.18036580173477 0 4.24931688624519 0.15738210689797 1.0229836948368 3.69847951210229 0.708219481040864 1.5738210689797 5.42968268797996 NA NA NA NA NA NA NA NA NA NA NA NA "ccindex"
"59" "balb/cj" "female" 30 "b43" 3 0.69420218098521 30 59 7.52052362733977 6.36351999236442 1.15700363497535 0 0 2.3140072699507 0 22.5615708820193 2.3140072699507 13.8840436197042 19.6690617945809 15.0410472546795 2.3140072699507 38.7596217716742 238.342748804922 148.713250939916 187.957025493505 133.055418022165 100.174898202582 105.338552749107 53.2221672088661 197.847621580785 19.9583127033248 0.477842501244819 0.804233226671366 0.961534215854199 "ccindex"
"60" "balb/cj" "female" 30 "b43" 7 0.598430476394618 30 60 6.48299682760836 1.99476825464873 0 0 1.49607619098654 4.98692063662181 0 17.4542222281763 3.98953650929745 2.99215238197309 26.4306793740956 8.47776508225708 6.48299682760836 24.4359111194469 224.411428647982 68.9161279217971 72.1668886728252 66.8247365307323 23.8389121742065 24.2723469410103 24.9346031831091 21.942450801136 18.3119725776753 0.447426519517709 0.789150269221582 0.807181697591924 "ccindex"
